19-01	Dasibi xinankin, javada xinankin, juni betsa ichaka vama, yuitidubuki. Xanen ibubun jau nemayamanunbunven.
20-00	Articulo 20
20-01	Ikatsi iki, dasibi ichatidubuki. Ikatsi ikamaken, jatu icha vayamanunbunven.
21-00	Articulo 21
21-01	Mae tibi anu, dasibibun javen xanen ibu jau kabenunbunven. Xanen ibubun yuda tibi jau medabe vanunbunven, jabiaskadi vakinan.
22-00	Articulo 22
22-01	Juni yusinan inun juni dauya inankin, padanaibu nemakin, xanen ibubun yuda tibi jau medabe vanunbunven. Jaskaven taea unanuma dasibi evatidubuki.
23-00	Articulo 23
23-01	Dasibi jau dayanunbunven. Javada dayakatsi iki, itidubuki. Daya jayamaken, xanen ibu akin, dayamatidubuki.'
23-02	Juni dabe jabias dayaken, jabiaskadi jau pakanunven, padanmadan.
23-03	Javada bikatsi ikin, bia, javen daya pei ikamaken, chakabuki. Xanen ibubun jau medabe vanunbunven.
23-04	Akatsi ikin, Cooperativo icha vatidubuki.
24-00	Articulo 24
24-01	Dasibi beyustidubuki, dayabestimadan.
25-00	Articulo 25
25-01	Piti inun, tadi inun, jive inun, dau inun, yusinanan, dasibi bikatsi ikaibun, jayamaken, xanen ibubun jau medabe vanunbunven.
25-02	Ainbu bakeya xanen ibubun pepa vakin, jau medabe vanunbunven.
26-00	Articulo 26
26-01	Dasibi escuelanu butidubuki. Bakemixtibu escuelanu jau bununbunven, pakamadan. Dasibitun kene pe jaida vai, escuela anua evatiduki. Keneama, ana escuelanu jikitidubumaki. Juni betsa dua vakin, escuelanu jau tapinunbunven jaibu keskaidan.
27-00	Articulo 27
27-01	Javen nabu ichaya, dasibi ichatidubuki. Juni bestichai nematidubumaki.
27-02	Javada junin akin, javen pepa javenaki. Juni betsan jau yumetsuyamanunven.
28-00	Articulo 28
28-01	Jaska na jancha yuia, janida unanuma jivekin, dasibi bikatsis ikikiki.
29-00	Articulo 29
29-01	Dasibi javen mae jau dayaxununbunven.
29-02	Javada akin, juni betsa jau ichaka vayamanunbunven.
29-03	Xanen ibubu ichaxun, yuiniken, ninkaxun, chakabu jau vayamanunbunven.
30-00	Articulo 30
30-01	Na jancha ninkaxun -En ichaka vatiduki -ivanan jau xinanyamanunbunven.
