boa	00-13	Ahdícyane 'Páné Iñújɨ́Ȉ́ne Múnáá Pihcyááve' némeiñé pañe íjcyame néé ténehjɨ néhdu páhduube ííñújɨri íjcyáné mɨ́amúnáajpi méíjcyáiyóné méwáábyuta tene íjcyánélliíhye. Á;áneri meljyacunúiyá muhdú tene néhdu meíjcyáíyóneri. Á;hdure tsíjtyeke méúwáábóiyá méiiñújɨ múnaa íjcyátúróméhjɨmájuco ditye tehdu iíjcyaki. Ehdu imí méíjcyáiyá tsúúca teene mewáájacúmé teenéi wáájácutúmé pamévamáye.
boa	00-14	Á;áné túkevéjtsojúúné íllu nééhií:
cab	00-12	Lun lubá gia hasubudiragüdüni tila lun sun ubau, haun sun gürigia. Aban gárada íchigutu adundehaní haun sun mutu lun lubá gia inebe lan sun saminaü le tídanbai, haucha wagia me lun taraudún tidan luban furendei, haun furumieguarügü dandu lidan hagaira ha asibihabalún kaisi lidan sun fulasu le aubai teréreha.
cbi	00-12	Kumuinchi chachilla, naa naaju tu paatesha bain nuka' baasa matyu pudengura deengenu dejuve juntsa pensa' mityaren, tsenmalaa mun juju' bain, naa naaju bale ya juula bain juntsanun dajkake pensange' tsangenuke deke' demijakare' uwain tsaamiñu detyakare', matyu entsa deechu júdeeshu juntsatala, tsenmin muba bulla jutyu ti kendenñuba tsangenuu judeeshu juntsala bain narake uukaakiñunge' juntsadeke' tyeeba juñu narake deengaren tsangenu dejuve naa naaketaa tsangenuu juñu bain juntsa naa uwanu bain awakáakentsuñungetu ne entsa lala' tu juusharen jujutyu, vee mujtu naa nuka" baasa vee paatesha bain, tsange' entsa deechunu naatiñu bain tu kuraa juntsa ura uwain tsadekikaanu ne Estados Miembros judeeshu juntsa chachilla' chundalanjujutyu, naa yala' tu juusha yaichi uuden-in chumu tu judeeshu juntsatala bain.
cbi	07-02	Naa mu bain tsaren bale-ikutyanuu deechu detave entsa Tsandi Depañu Kuindanu punashu juntsa deechu pillalanu ne jatsa' kure' tujle' firu dekinmala. Naa ne tsange' jatsa' kure' tsangenjutyu' bain ma tsangenuke firu' dekeewaañu bain, naa juntsatala bain tsar~n bale-ikutyanuu deechu detave.
ccp	00-12	𑄣𑄬𑄊𑄨 𑄚𑄨𑄠𑄮𑄟𑄴 𑄝𑄚𑄬𑄠𑄮𑄚𑄴
ccp	00-13	𑄃𑄬 𑄓𑄨𑄇𑄴𑄣𑄢𑄬𑄥𑄧𑄚𑄴 𑄝𑄬𑄇𑄴 𑄎𑄖𑄨 𑄃𑄳𑄃 𑄢𑄬𑄎𑄳𑄠𑄧𑄢𑄴 𑄉𑄧𑄟𑄴𑄜𑄧𑄣𑄧𑄢𑄴 𑄃𑄧𑄎𑄬𑄃𑄧𑄌𑄴 𑄃𑄬𑄇𑄳𑄦𑄴𑄚𑄴 𑄈𑄪𑄙𑄮 𑄃𑄨𑄏𑄬𑄞𑄬 𑄇𑄟𑄴 𑄉𑄧𑄢𑄨 𑄡𑄬𑄝𑄧, 𑄡𑄨𑄠𑄚𑄧𑄖𑄴 𑄃𑄨𑄇𑄧𑄧𑄱 𑄃𑄨𑄇𑄧𑄧𑄱 𑄟𑄚𑄪𑄌𑄴 𑄃𑄳𑄃 𑄥𑄧𑄟𑄎𑄧𑄢𑄴 𑄃𑄨𑄇𑄧𑄧𑄱 𑄃𑄨𑄇𑄧𑄧𑄱 𑄦𑄬𑄢𑄘𑄮𑄟 𑄃𑄬 𑄓𑄨𑄇𑄴𑄣𑄢𑄬𑄥𑄧𑄚𑄚𑄧𑄢𑄬 𑄚𑄨𑄖𑄧𑄧𑄱 𑄃𑄨𑄘𑄮𑄖𑄴 𑄖𑄪𑄣𑄨 𑄛𑄧𑄢𑄨𑄥𑄪𑄚𑄧𑄚 𑄃𑄮 𑄥𑄨𑄊𑄬𑄚𑄣𑄰𑄱 𑄃𑄬𑄭 𑄥𑄙𑄩𑄚𑄧𑄖 𑄃𑄮 𑄃𑄇𑄴𑄇𑄥𑄁𑄃𑄚𑄩𑄢𑄴 𑄛𑄳𑄢𑄧𑄖𑄨 𑄥𑄳𑄢𑄧𑄖𑄴𑄙 𑄎𑄉𑄬𑄝𑄢𑄴 𑄌𑄬𑄢𑄬𑄖𑄳𑄦𑄴 𑄉𑄧𑄢𑄨𑄞𑄬 𑄃𑄳𑄃 𑄝𑄬𑄇𑄴 𑄥𑄧𑄘𑄧𑄥𑄳𑄠𑄧 𑄢𑄬𑄎𑄳𑄠𑄧 𑄃𑄮 𑄖𑄢𑄢𑄴 𑄘𑄧𑄈𑄧𑄣𑄩 𑄞𑄩𑄙𑄬𑄅𑄫𑄚𑄮𑄖𑄴 𑄎𑄖𑄴𑄅𑄚𑄮𑄢𑄴 𑄃𑄪𑄙𑄮𑄅𑄫𑄖𑄳𑄠𑄬 𑄎𑄖𑄩𑄠𑄧 𑄃𑄮 𑄉𑄮𑄘 𑄛𑄨𑄖𑄨𑄨𑄟𑄨𑄖𑄴 𑄌𑄬𑄢𑄬𑄖𑄳𑄦𑄴𑄢𑄴 𑄟𑄖𑄴𑄙𑄧𑄟𑄬 𑄃𑄬𑄭 𑄃𑄇𑄴𑄇𑄥𑄁 𑄃𑄳𑄃 𑄥𑄙𑄩𑄚𑄧𑄖𑄃𑄚𑄩 𑄝𑄬𑄇𑄴𑄅𑄚𑄮𑄢𑄴 𑄃𑄮 𑄉𑄪𑄚𑄮𑄖𑄴 𑄣𑄊𑄬  𑄛𑄢 𑄇𑄟𑄴 𑄉𑄧𑄢𑄨𑄣𑄧𑄚 𑄃𑄳𑄃 𑄥𑄬 𑄇𑄟𑄚𑄴 𑄉𑄧𑄟𑄬𑄘𑄣𑄬𑄭 𑄛𑄣𑄚𑅁
ces	00-12	jakožto společný cíl pro všechny národy a všechny státy za tím účelem, aby se každý jednotlivec a každý orgán společnosti, maje tuto deklaraci stále na mysli, snažil vyučováním a výchovou rozšířit úctu k těmto právům a svobodám a zajistil postupnými opatřeními vnitrostátními i mezinárodními jejich všeobecné a účinné uznávání a zachovávání jak mezi lidem členských států samých, tak i mezi lidem území, jež jsou pod jejich pravomocí.
csa	00-12	Ejmo' re kio lej†̎ tsou tsa kua e'e jmos ilii re kio lej†̎ sou le kö mukuu, ne mako̱ mukuu ijmos kusoo̱ juso̱ kio tsa loo kati nei†̍ kio tsa ñu'; Ejmo' kö kio lej†̎ ilaa juso̱ ne saloo̱ i jue' ijmo̱' i kio ilii imakajua's.
csa	00-13	Kió.
csa	00-14	Jau kio lej†̎ ikajuats jï kalets kio mukuu kuo juso̱ kio tsou ijmos re kió lej†̎ juu ne mukuu jmo' kió, ne jmo rée kio tsou ne tsa kua nita tsos†̎ kio sane, jmos i li t†̎ e'e jau la̱ mako' yo̱ jusó i le' le no̱', ne iso̱ tös ta mojoo̱ lii re ni jmä̱ ne kio le kö mukuu, kalakü ne makachas kio mukuu ne jmo' isóo, kio leji juu leta̱ ue̱ mukuu kua tsa jmoo ai'.
ctd	00-12	Tangkona ah
ctd	00-13	mikhempeuh in kipawlna kim in lungsimtawng ciat-ah guang in leitung gam khempeuh ah tua thuneihna leh suahtaknate thupilak zahtak tekin, thu kihilhsawnna tawh hanciam ciatni cih ahizong in, leitungbup a kipawl gamte ah amau gam ciat ah a uk thuneite i ukna gamsungah om tangpi tangtate kiangah tua thute a tangzaitak leh lawhcing takin sangin zuihciat nading in hanciam ciatni ci-in deihsakna tawh akipawl gam khempeuh tungah hih khuavannuai thu tangkona pen gamkip leh mikim in akibanga zatciat theih nadingin tu-in hong tangko khia ahi hi.
cym	00-12	Datganiad Cyffredinol hwn o Hawliau Dynol
cym	00-13	yn ddelfryd cyffredin i’r holl bobloedd a’r holl genhedloedd ymgyrraedd ato, fel y bo i bob person ac i bob offeryn cymdeithasol, gan ddal y Datganiad hwn mewn cof yn wastad, ymdrechu trwy ddysgu a hyfforddi i sicrhau parch i’r hawliau a’r rhyddfreintiau hyn, a thrwy ffyrdd blaengar, cenedlaethol a chydgenedlaethol, i sicrhau eu cydnabod a’u cadw yn gyffredinol ac yn effeithiol, ymysg pobloedd y Gwladwriaethau sy’n Aelodau eu hunain yn ogystal ag ymysg pobloedd y tiriogaethau sydd dan eu rheolaeth.
eve	02-03	‐ Ноҥан балдача төрэн хо эгдьэн‐да бидэн, хо көчукэн‐да бидэн, эникэн ҥидук‐да ҥэлникэн мээн мэргэнди, ҥиидэ, эникэн этур бэйдьи бидьин.
fij	00-12	NA VALE NI BOSE LEVU
fij	00-13	NA LAWA RARABA NI DODONU NI LEWENIVANUA oqo e dodonu mera na saga vakatautauvata kece sara na veimatatamata kei na veimatanitu mera kila ra qai nanuma deivaki na kena lewenivanua yadua kei na veitikotiko kece sara. Mera na saga mera vakavulica ena kena totaki na dokai ni dodonu kei na galala kece oqo kei na nodra saga tiko vakalailai me kilai qai muri vakararaba, vakavinaka, ena dua na matanitu me tete ina veimatanitu ena kedra maliwa na vanua tu vakataki ira kei na vanua qali.
gyr	26-04	Yande si, yande ru oikatu oseka vaëra mbae rese o mbae nungar yemboesa oipota ae yureko yandeu narä.
hat_kreyol	00-12	Se anbisyon pou la vi miyò demen, pou tout pèp ak tout nasyon mete nan tèt yo, pou yon jou tout moun, ansanm avek tout vwa la sosyete, ak Deklarasyon sa-a nan lespri yo toutan, yo fè yon jèfò, avek kom baz anseyman ak edikasyon, pou yo devlope respè dwa ak libète sa a yo epi pou yo fè de kwa, avek aksyon nasyonal ak entènasyonal, yap pran ofi amèzi, pou yo rekonèt dwa sa yo epi pou yo aplike yo nan le mond antye, tout bon, nan mitan popilasyon peyi ki manm Nasyon Zini-yo, ak nan mitan tout teritwa ki anba jiridiksyon yo.
ibb	00-12	Koro mme idut emi edude ke idak Mboho Edidiana Kiet Ofuri Ekondo enehede esono mbuotidem mmo ke mme ndamana unen owo, ke uku, ye ke se owo odotde, ye ke iban ye iren ndinyene ukem ukem unen; enyun ebiere ndinam nti nkpo uwem etot enyun ewak, ndiyun nam idaha uwem mme owo ofon nte onode akwa uboho-ufin.
ibb	00-13	Koro mme idut emi edude ke idak Mboho Edidiana Kiet enwono ndibere ye Mboho Edidiana Kiet Ofuri Ekondo ndise nte ke ekpono enyu ekpeme mme unen mme owo ye ndamana uboho-ufin ke ofuri ekondo,
ibb	00-14	Koro kpupuru owo ndidiono mme unen ye mme usuñ uboho-ufin edi ata akpan nkpo ndida nam enwono emi oworo usun,
ibb	00-15	Ndien, Ke Ntem
ibb	00-16	Akwa Ufok Mbet Mboho
ibb	00-17	anam ediono ebana
ibb	00-18	Edisuan Etop Mbana Mme Unen Owo Ke Ofuri Ekondo
ibb	00-19	nte ndinam kpukpuru owo ye mme idut enyene ukem ukem idaha nkori, man oto do owo kiet kiet ye mme nka ke obio, ke mmo etide mme mbet emi edude ke nwed Edisuan Etop emi, eyedomo kpukpuru ini, ndikpep nyun nam anwana, ndisuan etop mbana ediyene ukpono no mme unen mmo owo ye mme usuñ uboho-ufin emi; ndien ke ndika iso ke idaha ke idaha, ke mme idut ye ke ofuri ekondo man enam ofuri ekondo ediono enyun enam mme mbet emi ke otu mme idut emi edude ke idak Mboho Edidiana Kiet Ofuri Ekondo kpa ye ke otu mme idut efen emi edude ke idak mmo.
kir	17-03	Ата‐энелер өздөрүнүн жаш балдарына билим берүү жолун таң дап алууда негизги укукка ээ.
kmb	10-02	Kana muthu wakala ku mu balakala phala ibangelu mba kweha kuma, mu kithangana muke ene âi kukibanga ki kya bangele kibangelu kya kituxi ku ilunga yatokala mu ixi mba mu jixi mu kinyokyo, ki kala kulungulula koso koso hadi ya kolo lwavulu ke o ke ya kexile kumuta mu kithangana mu ke o kibangelu kya mulonga wai kukita.
knc	00-12	warmazəgə
knc	00-13	shima mizan ummawa-a lardəwa-a duksoye yitagattəgəbe wo, daji daryenzədə ndu-a nduana-aso fellawan kunten, Wowur adəga karəgən roza, ndusoro yikkəlio-a ilmutəgə-an hakkiwa-a nambe anyi-abe nəmgayanza haptaaro, suro lardəbe-a indikate lardəwabe-ason ndusoye kalkalro asuzə lajipsə, suro ummawa Lardəwa Memba Karapkadəbe-a suro ummawa gade sədiyanzalan dawuna-ason.
kri	00-12	Dis stetmɛnt bɔt di rayt we ɔlman ɔlsay na di wɔl fɔ gɛt, fɔ bi sem fɔɔl kanaba pipul dɛn na ɔl di kɔntri dɛn ɛn dat ɛvribɔdi ɛn patikla di wan dɛn we gɛt pawa, fɔ mek shɔ se dnsɛf ɛn dɛn dɛnlan am, dɛn sabi am ɛn de fala wetin i se so dat ɔLoba di wɔl pipul dɛn go gɛt fridɔm, jɔstis ɛn pis.
kwi	20-03	Kutna. p+p+lukasa wat +tpamai kaksaruska5a t+ntaruskasa puplikukas kaiwintayva paitarùsa kuintakianashi maintasne aza +n munnaautentikas sanais wanmaktawai azachatpa wantuskasa kawarain puinain kiantawai pailtarus m+latpa kiantawai wantuspakai.
lat	00-12	Omnibus civibus et gentibus speciem perfectam et communem adipiscendam, ut omnes homines et omnes societatis partes, memoriam Declarationis tenentes, et docendo et instituendo, eorundem iurium et libertatum observantiam reverentiamque augeri conentur, atque, patriis consiliis et externis in dies progredientibus, communem omnium et certam probationem rationemque esse tuta, cum Sociarum Civitatum civium tum civium, quorum fines in iurisdictionis earundem potestate sint et dicione.
mad	00-12	Kaangguy patogan omom se anyata'agi hasel kaanguy sadajana oreng ban sadajana nagara klaban tojjuwan sopaja sabban oreng sareng sabban perserekatadan e dhalem masyarakat, klaban emot terros dha' pernyataan gapaneka badhi ajuangngagi ngangguy cara ngajari sareng adhidhik nyopre matenggi rasa hormat dha' hak-hak ban kabebasan-kabebasan kasebbut klaban jalan se maju, nasional juga internasional, nyoppre makowat pengakoan ban penghormadan se universal ban efektif se ejalannagi sareng bangsa-bangsa dhari Nagara-Nagara Anggota ka'dhinto dibhi', juga sareng bangsa-bangsa dhari wilayah-wilayah se ebabana kabasaannepon hukum nagara ka'dhinto.
men	00-12	Ndɛnga Yɛ
men	00-13	Dunya Lahei ji nuvuu lɔnyinsia va i wote a ŋaiki numui kpɛlɛɛ kɛɛ ndɔlei kpɛlɛɛ va nahii kɛ numu gbi ɔɔ ngoyila hugbatɛ gbi na hinda yayilingɔi ji ngi ɛnmahu kpɔtu i lapi kpugu kpugu a numu gaalahu wie i tɔ kɛ bagɔɔma iyɛ tɔnɛi jisia ma kɛɛ hugbɛmboi jisia nungei nasia wɛti yei ndɔɔ kpɛlɛ hugbatai ji hu, kɛɛ nasia ti ndɔlɔngaa hu nahi tii yee ndɔlɔ kpɛlɛ hugbatɛi jisia bu.
mzi	00-12	Ngadindie nangi xi,xkotse ndsexa xtín xi it’a en ngiyá kui xujun,xkotse bakitso nga ngo ndsejen xo sian xki xi chjon ngojo xi xi’in;kobaxotsen nga xkotse xtjo nik’ani yijo tsiee nga nda kuindo.
mzi	00-13	Jun.-
mzi	00-14	Ko baxokitsó nga skue ndikon ngandindie naxinánda ko ngatjatason nixi tsjatsó kui xujun.
mzi	00-15	Yito.-
mzi	00-16	Ko xkotse,tse kjuatason ndindie xo,nixi kjit’a kui xujun kjiaxo nga ndakue ko xchanga tjinia chjíní kui en.
mzi	00-17	Jin.-
mzi	00-18	Kui xuta xi kamatikokoxtin askoya ko ijniá kui kuak jintokon tsiee nga ngayijexo naxinánda xi seengaño, ngojotse jáxaa kiaxo skibeni nga xkotse skuendikon ngandindie nixindsen xuta xi ijniá kui en,ngojo nanji xi y’ajandi kui naxinánda xi inda kuini.
nba	10-02	Naumo wayi akapwa wakuxuma mulonga ku vuvi indi ku vukonekelo vuje mu simbu ije wa vulingile, embwe kuvupu vuvi vumo mukutwala ku kalemeso ka mu lifuti indi ka mukaye koxe kupwa mumolika, keti kukapwe vukundiko vwa kuxuma mulonga wa kama uje unapandele kulinga mu simbu ije walingile vuje vuvi.
nba	12-02	Munu woxe ali na vulemu kukumunyunga kwa lixiko kutwa ku vitengululo indi ku vyesekeso vyaco.
nba	25-03	Na ku vutondzi, na vuntuluwe, ku vukulumu indi ku vikwavo vya kuzimbalesa mukati kavilinga vyendi na vufuko mu kwita kwa visimbu vya ciyulo cindi ca kulizangela.
nba	26-04	Vayixe vali, ku vukwasi, vulemu vwa kwangula cifwa ca lilongeso ca kwaana ku vanike vavo.
nym	00-12	Kubi nzila ya banhu na nsi jose mpaga ng’wene na kila kinhu buli lushiku wihande kulisoma ku nguno ya kweneja ikujo, haki na wiyagalule ng’wihanga na mu welelo mpaga bana welelo balizunye kulilonda na nsi banachama bali mgati najo bose balimane.
nzi	00-12	le debie ko mɔɔ yelie yedo nu yemaa awie biala nee Maanle biala, amaa awie biala nee Eku biala mɔɔ dahuu kɛva. Nolobɔlɛ ɛhye kɛzie ye adwenle nu la abɔ mɔdenle alua ngilehilelɛ nee ndetelɛ zo yeamaa nidi ara adenlenyianlɛ nee atianwolilɛ ɛhye mɔ anwo, na eza yealua ngɔzo ndenle zo, Maanle nee Maanle Maanle zo, yeaboa yeamaa menli mɔɔ wɔ Maanle Maanle mɔɔ wɔ Eku ne anu nee Maanle Maanle mɔɔ Eku ne sie bɛ la anu amra amuala alie ado nu kpalɛ na bɛali zolɛ kpalɛ.
oki	02-03	En iyon amaitegep isipegei tiemereret, kirwongnotet,onon itiengei kosiniet taapchi. Otko emet nepoyokei, emet nechomegei, nemopoyugei, onon emet negipoyuemetage en otepto agetogol.
pam	00-12	Ding bansang kabilang karing Bansang Misasanmetung megaku lang misaup-saupan la king nanu mang paralan bang in karapatan at kalayan ding sablang tau keting yatu proteksyunan da at igalang.
pam	00-13	Uling maulagang abalu ra ding sabla ding karapatan at kalayang iti bang pilming matupad ing pangakung iti.
pam	00-14	At muna kaulagang aintindian da ring sablang bansa nung nanu la ring karapatan at kalayan a reti bang atuparan la ding pangaku.
pam	00-15	Pauli na niti, papasiwala na ning pangalaganap a kapulungan ing pamisiwala mabilug a yatu ding karapatang pantau anting metung a pangalaganap a dalerayan ning tagumpe para karing sablang tau at ding sabla nang parting pang lipunan ding memalen, a palagi rang isipan ing pamipasiwalang iti, masikap la king kapamilatan na ning pamanuru at pamagaral at aguyud da ing pamanggalang karing karapatan at kalayan a iti at kapamilatan da ring masasanting a dalerayan, pambansa at pangyatu man, tiyakan ing panglaganap at mabisang pamipaalaga at pamanupad kareti, karing memalen ding musmung kaanib a Estado at karing memalen ding teritoryung sasakupan da.
pam	00-16	Pepasiwala na ning Panglaganap a Kapulungan ding Mesasanmetung a Bansa iting pangyatung pangalaganap a dalerayan ning tagumpe para karing sablang tau at karing sablang bansa. Aduan da karing sablang tau at karing anggang grupu ding lipunan a isundung pagsikapang akamtan ding kapakayan a reti kapamilatan ning pamanuru king pamangglalang karing karapatang pantau at kalayan at king kapamilatan ning pamipatibe ding batas a bibie migit a masanting a proteksyun karing karapatang kalayang iti.
pan	18-02	ਹਰ ਇਕ ਵਿਅਕਤੀ ਨੂੰ ਵਿਚਾਰਾਂ ਦੀ ਆਜ਼ਾਦੀ ਹੈ, ਜ਼ਮੀਰ ਦੀ ਆਜ਼ਾਦੀ ਹੈ ਅਤੇ ਧਰਮ ਦੀ ਆਜ਼ਾਦੀ ਹੈ । ਇਸ ਅਧਿਕਾਰ ਵਿਚ ਆਪਣਾ ਧਰਮ ਜਾਂ ਵਿਸ਼ਵਾਸ ਬਦਲਣ ਦਾ ਹੱਕ ਸ਼ਾਮਲ ਹੈ । ਇਸ ਵਿਚ ਉਸਨੂੰ ਇਕੱਲੇ ਜਾਂ ਭਾਈਚਾਰਕ ਰੂਪ ਵਿਚ, ਗੁਪਤ ਜਾਂ ਪ੍ਰਗਟ ਰੂਪ ਵਿਚ ਆਪਣੇ ਧਰਮ ਦੀਆਂ ਸਿਖਿਆਵਾਂ ਦੇਣ ਦਾ, ਰਵਾਇਤਾਂ ਕਾਇਮ ਰਖਣ ਦਾ, ਪਾਠ ਪੂਜਾ ਕਰਨ ਦਾ ਅਤੇ ਤਿਉਹਾਰ ਵਗੈਰਾ ਮਨਾਉਣ ਦਾ ਹੱਕ ਵੀ ਸ਼ਾਮਲ ਹੈ ।
piu	01-02	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	03-02	Wangka ngaangku nganananya tjakultjunanyi kutjupa tjuta nguwanpa palya nyinanytjaku.
piu	05-02	Tjukarurruwanangku pungkunytjawiyangku, palyangku yantantantjaku.
piu	05-03	Wiyalpi pungkunytjaku kutjupa kutjupa tjutanya.
piu	06-02	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	07-02	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	08-02	Ngalkinpa nyarrangku, wiyanta kulira wantinytjaku.
piu	08-03	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	09-02	Kapamanta ngurrarangku wiya payintjaku nyuntunya ngurra walytjanguru.
piu	09-03	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	10-02	Kuuta tinangka, wangka walytja kulilpayinya mantjintjaku, matupurra.
piu	10-03	Yananguku wangka taanamilalpayinya ngururrpa ngaranytjaku nyuntupa ngalkinpa.
piu	10-04	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	11-03	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	12-02	Yuuputjungka nyuntupa liita wiya yalytjuranytjaku ngatjarringku tjapintjawiyangku.
piu	12-03	Nyuntunya wiya panypurangkunytjaku kutjupangku, ngantingkarringkula parra wangkayinkunytjaku. Tjana nyuntupa kuya tjutanya yalatji palunya palyani nyuntu tjanampa mantjilku yirrkunytji nyuntupa ngalkinpa ngaranytjaku.
piu	12-04	Palunya kuuta ngurrarangku tjapira ngurrilku.
piu	12-05	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	16-04	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	17-03	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	18-02	Yaalytjiyaalytji walkuntjaku palumpa walytjangku kulintjaku.
piu	18-03	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	19-02	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	22-02	Yanangu maru tjungurringanyi walytja tjutawana tjukurrpa kulira nintirringkula wanalkitja. Kapamantangku wiya kuyara pungkunytjaku, wiya marrkuntjaku, palya yananguku tjukurrpangka tjungurringkunytjaku, wiyantaya mayutjurrinytjaku.
piu	22-03	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	24-02	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	27-03	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
piu	28-02	Tjinguru kutjupangku nyuntunya kuyara punganyi nyuntu tjakultjunku yirrkunytjikutu paluru tjana mantjilku nyuntupa luwiya ngalkinpa ngaranytjaku. Matupurra kuulangka tjuta tjarrpanytjaku nintirringkula kulintjaku. Kapamantangku tjukarurrungku yantayantantjaku, mingarrtjuwiyangku.
piu	28-03	Piipa ngaangka ngarrinyi wangka tina tjuta. Uwankarrangku kulira palunya tjutaku tjukarurru nyinanytjaku, wiya panypurangkula wantinytjaku.
piu	30-02	Wangka ngaangku nganananya tjakultjunanyi rapa ngaranytjaku kutjupa tjuta nguwanpa.
qxu	00-12	Hatun huñunakuy "Naciones Unidas" nisqanpi qelqanku llapan runakunaq derechonkunata, allin documentopi qelqaspa, allin reqsichinakunapaq. Llapallanchis kay mundopi kaq runakuna chay derechonchiskunata reqsichinakusun, yachapachinakusun, respetachinakuspa ruwachinakusun k'apaqta.
